document_id,source_dataset,prompt
6507,MedQuAD,What is (are) Autosomal recessive polycystic kidney disease ?
6508,MedQuAD,What are the treatments for Pelizaeus-Merzbacher Disease ?
6509,MedQuAD,What are the symptoms of Achondrogenesis type 2 ?
6510,PubMedQA,Thoracic and thoracoabdominal aneurysm repair: is reimplantation of spinal cord arteries a waste of time?
6511,MedQuAD,How many people are affected by lissencephaly with cerebellar hypoplasia ?
6512,MedQuAD,Is Familial isolated hyperparathyroidism inherited ?
6513,MedQuAD,What are the symptoms of Charcot-Marie-Tooth disease ?
6514,MedQuAD,What causes Synovial Chondromatosis ?
6515,MedQuAD,Is alpha thalassemia inherited ?
6516,MedQuAD,Is complement factor I deficiency inherited ?
6517,MedQuAD,What are the treatments for Carpenter syndrome ?
6518,PubMedQA,Do mitochondria play a role in remodelling lace plant leaves during programmed cell death?
6519,MedQuAD,What are the treatments for Diamond-Blackfan anemia ?
6520,MedQuAD,Is sialidosis inherited ?
6521,MedQuAD,What is the outlook for Childhood Soft Tissue Sarcoma ?
6522,MedQuAD,What is (are) Majeed syndrome ?
6523,MedQuAD,"What are the genetic changes related to spondyloepimetaphyseal dysplasia, Strudwick type ?"
6524,MedQuAD,Is Sotos syndrome inherited ?
6525,MedQuAD,What are the treatments for Hyperprolinemia type 2 ?
6526,MedQuAD,What are the treatments for Keratoconus ?
6527,MedQuAD,How many people are affected by Fraser syndrome ?
6528,MedQuAD,What are the symptoms of Chronic inflammatory demyelinating polyneuropathy ?
6529,MedQuAD,What causes Anemia ?
6530,MedQuAD,What is (are) Weissenbacher-Zweymller syndrome ?
6531,MedQuAD,What is (are) Facial Injuries and Disorders ?
6532,MedQuAD,Is Diamond-Blackfan anemia inherited ?
6533,MedQuAD,What are the symptoms of Kniest like dysplasia lethal ?
6534,MedQuAD,What is the outlook for Kearns-Sayre Syndrome ?
6535,MedQuAD,What is (are) inclusion body myopathy with early-onset Paget disease and frontotemporal dementia ?
6536,MedQuAD,What are the symptoms of Bethlem myopathy ?
6537,MedQuAD,What are the genetic changes related to ocular albinism ?
6538,MedQuAD,How many people are affected by congenital neuronal ceroid lipofuscinosis ?
6539,PubMedQA,Are polymorphisms in oestrogen receptors genes associated with lipid levels in response to hormone therapy?
6540,MedQuAD,How many people are affected by Bardet-Biedl syndrome ?
6541,MedQuAD,How many people are affected by Tay-Sachs disease ?
6542,MedQuAD,What are the symptoms of Kaufman oculocerebrofacial syndrome ?
6543,MedQuAD,Is Hypophosphatasia inherited ?
6544,MedQuAD,What are the symptoms of Maple syrup urine disease type 1B ?
6545,MedQuAD,Is Hermansky-Pudlak syndrome inherited ?
6546,MedQuAD,What are the symptoms of Progressive familial heart block type 1A ?
6547,MedQuAD,What is (are) Brittle cornea syndrome ?
6548,MedQuAD,What is (are) Long QT syndrome ?
6549,MedQuAD,What is (are) Kidney Stones in Children ?
6550,MedQuAD,What are the treatments for What I need to know about Erectile Dysfunction ?
6551,MedQuAD,What are the symptoms of Osteogenesis imperfecta type II ?
6552,MedQuAD,what research (or clinical trials) is being done for Sandhoff Disease ?
6553,MedQuAD,What is (are) multiple endocrine neoplasia ?
6554,MedQuAD,What are the treatments for Agnosia ?
6555,MedQuAD,What are the treatments for Craniosynostosis ?
6556,MedQuAD,What causes Cushing's Syndrome ?
6557,MedQuAD,What are the symptoms of Mastocytosis cutaneous with short stature conductive hearing loss and microtia ?
6558,MedQuAD,What are the treatments for infantile-onset ascending hereditary spastic paralysis ?
6559,MedQuAD,What are the symptoms of Axenfeld-Rieger syndrome type 2 ?
6560,MedQuAD,what research (or clinical trials) is being done for Sotos Syndrome ?
6561,MedQuAD,How to diagnose Simple Kidney Cysts ?
6562,MedQuAD,What is (are) Retinoblastoma ?
6563,MedQuAD,What is (are) galactosialidosis ?
6564,MedQuAD,What is (are) Binswanger's disease ?
6565,MedQuAD,What is (are) Chagas Disease ?
6566,MedQuAD,What are the genetic changes related to congenital mirror movement disorder ?
6567,MedQuAD,What to do for What I need to know about Preparing for Pregnancy if I Have Diabetes ?
6568,MedQuAD,what research (or clinical trials) is being done for Migraine ?
6569,MedQuAD,What is (are) Fever ?
6570,MedQuAD,Is hypomyelination and congenital cataract inherited ?
6571,MedQuAD,What is (are) Pituitary Tumors ?
6572,MedQuAD,What are the treatments for Glucose transporter type 1 deficiency syndrome ?
6573,PubMedQA,Does nuchal translucency thickness in the first trimester predict GDM onset during pregnancy?
6574,MedQuAD,How many people are affected by Hermansky-Pudlak syndrome ?
6575,MedQuAD,What are the symptoms of Gaucher disease ?
6576,MedQuAD,Is 5-alpha reductase deficiency inherited ?
6577,MedQuAD,What causes Pars planitis ?
6578,MedQuAD,What are the symptoms of Osteopenia and sparse hair ?
6579,MedQuAD,What are the symptoms of Brachydactyly type A4 ?
6580,MedQuAD,How many people are affected by PPM-X syndrome ?
6581,MedQuAD,What are the symptoms of Pycnodysostosis ?
6582,MedQuAD,What is (are) Diabetes and Pregnancy ?
6583,MedQuAD,What is (are) sporadic hemiplegic migraine ?
6584,MedQuAD,What is (are) Autoimmune hemolytic anemia ?
6585,MedQuAD,What are the symptoms of Coenzyme Q10 deficiency ?
6586,MedQuAD,Is Feingold syndrome inherited ?
6587,MedQuAD,Is Tubular aggregate myopathy inherited ?
6588,MedQuAD,What are the treatments for Langerhans Cell Histiocytosis ?
6589,MedQuAD,What is (are) Diverticular Disease ?
6590,MedQuAD,What is (are) persistent Mllerian duct syndrome ?
6591,MedQuAD,What causes MYH7-related scapuloperoneal myopathy ?
6592,MedQuAD,What are the treatments for familial Mediterranean fever ?
6593,MedQuAD,What causes Hypolipoproteinemia ?
6594,MedQuAD,What are the treatments for Nijmegen breakage syndrome ?
6595,MedQuAD,Is globozoospermia inherited ?
6596,MedQuAD,What are the symptoms of Pontocerebellar hypoplasia type 2 ?
6597,MedQuAD,What causes Primrose syndrome ?
6598,MedQuAD,What is (are) Severe intellectual disability-progressive spastic diplegia syndrome ?
6599,MedQuAD,What are the symptoms of Oculoectodermal syndrome ?
6600,MedQuAD,What are the treatments for familial acute myeloid leukemia with mutated CEBPA ?
6601,MedQuAD,What are the genetic changes related to neonatal onset multisystem inflammatory disease ?
6602,MedQuAD,How many people are affected by adermatoglyphia ?
6603,MedQuAD,What are the genetic changes related to McLeod neuroacanthocytosis syndrome ?
6604,MedQuAD,what research (or clinical trials) is being done for Encephalopathy ?
6605,MedQuAD,What are the genetic changes related to Mayer-Rokitansky-Kster-Hauser syndrome ?
6606,MedQuAD,"What are the symptoms of Arthrogryposis, distal, with hypopituitarism, intellectual disability and facial anomalies ?"
6607,MedQuAD,What are the genetic changes related to Fukuyama congenital muscular dystrophy ?
6608,MedQuAD,What are the symptoms of Pilomatrixoma ?
6609,MedQuAD,What is (are) Joubert syndrome ?
6610,MedQuAD,Is Familial Mediterranean fever inherited ?
6611,MedQuAD,"What is (are) Megalencephaly, polymicrogyria, and hydrocephalus (MPPH) syndrome ?"
6612,MedQuAD,How many people are affected by nemaline myopathy ?
6613,MedQuAD,What are the genetic changes related to Sjgren-Larsson syndrome ?
6614,MedQuAD,What are the genetic changes related to ALG6-congenital disorder of glycosylation ?
6615,MedQuAD,Do you have information about Colonoscopy
6616,MedQuAD,How many people are affected by glycine encephalopathy ?
6617,MedQuAD,What are the treatments for Pseudopelade of Brocq ?
6618,PubMedQA,Are virtual planning and guided surgery for head and neck reconstruction economically viable?
6619,MedQuAD,How many people are affected by X-linked infantile spasm syndrome ?
6620,MedQuAD,What are the treatments for mucopolysaccharidosis type I ?
6621,MedQuAD,What is the outlook for Chronic Inflammatory Demyelinating Polyneuropathy (CIDP) ?
6622,MedQuAD,How many people are affected by familial cylindromatosis ?
6623,MedQuAD,What are the symptoms of Goodpasture Syndrome ?
6624,MedQuAD,What is (are) surfactant dysfunction ?
6625,MedQuAD,What is (are) Walker-Warburg syndrome ?
6626,MedQuAD,What is (are) Domestic Violence ?
6627,MedQuAD,Is cyclic vomiting syndrome inherited ?
6628,MedQuAD,Is Mitochondrial complex II deficiency inherited ?
6629,MedQuAD,How many people are affected by combined malonic and methylmalonic aciduria ?
6630,MedQuAD,How to prevent Foodborne Illnesses ?
6631,MedQuAD,What are the treatments for Shprintzen-Goldberg syndrome ?
6632,MedQuAD,What are the genetic changes related to Shwachman-Diamond syndrome ?
6633,MedQuAD,How many people are affected by X-linked congenital stationary night blindness ?
6634,MedQuAD,What are the treatments for nonsyndromic hearing loss ?
6635,MedQuAD,What is (are) Hypothalamic dysfunction ?
6636,MedQuAD,What is (are) CHST3-related skeletal dysplasia ?
6637,MedQuAD,What is (are) Cervix Disorders ?
6638,MedQuAD,Do you have information about International Health
6639,MedQuAD,What are the genetic changes related to epidermal nevus ?
6640,MedQuAD,What are the genetic changes related to Myhre syndrome ?
6641,MedQuAD,What are the treatments for Hemangiopericytoma ?
6642,MedQuAD,Is von Hippel-Lindau syndrome inherited ?
6643,PubMedQA,Are there progressive brain changes in schizophrenia?
6644,MedQuAD,What is (are) Managed Care ?
6645,MedQuAD,What is (are) Lupus Nephritis ?
6646,MedQuAD,How to diagnose Weill-Marchesani syndrome ?
6647,MedQuAD,What to do for Anemia in Chronic Kidney Disease ?
6648,MedQuAD,What are the symptoms of BRCA1 hereditary breast and ovarian cancer syndrome ?
6649,MedQuAD,What are the treatments for Neutral lipid storage disease with myopathy ?
6650,MedQuAD,How many people are affected by Parkes Weber syndrome ?
6651,MedQuAD,Is Allan-Herndon-Dudley syndrome inherited ?
6652,MedQuAD,What is (are) Metaplastic carcinoma of the breast ?
6653,MedQuAD,What causes Disseminated peritoneal leiomyomatosis ?
6654,MedQuAD,How many people are affected by familial dysautonomia ?
6655,MedQuAD,What are the genetic changes related to alternating hemiplegia of childhood ?
6656,MedQuAD,What is (are) cleidocranial dysplasia ?
6657,MedQuAD,What is (are) Birt-Hogg-Dube syndrome ?
6658,PubMedQA,Is vitamin D deficiency a feature of pediatric celiac disease?
6659,MedQuAD,What are the genetic changes related to Farber lipogranulomatosis ?
6660,MedQuAD,How to diagnose Asbestos-Related Lung Diseases ?
6661,MedQuAD,What is (are) Ribbing disease ?
6662,MedQuAD,How many people are affected by GLUT1 deficiency syndrome ?
6663,MedQuAD,what research (or clinical trials) is being done for Tabes Dorsalis ?
6664,MedQuAD,Is Glass-Chapman-Hockley syndrome inherited ?
6665,MedQuAD,What is the outlook for Pancreatic Neuroendocrine Tumors (Islet Cell Tumors) ?
6666,PubMedQA,Esophagogastric devascularization without splenectomy in portal hypertension: safe and effective?
6667,MedQuAD,What are the symptoms of Chiari malformation ?
6668,MedQuAD,What are the symptoms of Klinefelter syndrome ?
6669,MedQuAD,What are the symptoms of Congenital intrauterine infection-like syndrome ?
6670,MedQuAD,What are the genetic changes related to benign chronic pemphigus ?
6671,MedQuAD,How many people are affected by eosinophil peroxidase deficiency ?
6672,MedQuAD,How many people are affected by isolated Pierre Robin sequence ?
6673,MedQuAD,What is (are) Pinworms ?
6674,MedQuAD,What are the symptoms of Osteoarthritis ?
6675,MedQuAD,What are the symptoms of Melanoma astrocytoma syndrome ?
6676,MedQuAD,What is (are) tibial muscular dystrophy ?
6677,PubMedQA,Can tailored interventions increase mammography use among HMO women?
6678,MedQuAD,What are the symptoms of Adult-onset Still's disease ?
6679,MedQuAD,"What are the symptoms of Thalamic degeneration, symmetric infantile ?"
6680,MedQuAD,Who is at risk for Childhood Central Nervous System Embryonal Tumors? ?
6681,MedQuAD,What are the symptoms of Peripheral Artery Disease ?
6682,MedQuAD,Is severe congenital neutropenia inherited ?
6683,MedQuAD,What are the treatments for hereditary spherocytosis ?
6684,MedQuAD,What is (are) Czech dysplasia ?
6685,MedQuAD,What to do for Hematuria (Blood in the Urine) ?
6686,MedQuAD,How many people are affected by osteopetrosis ?
6687,MedQuAD,What are the stages of Colon Cancer ?
6688,MedQuAD,What are the treatments for Schimke immuno-osseous dysplasia ?
6689,MedQuAD,What are the treatments for 2-methylbutyryl-CoA dehydrogenase deficiency ?
6690,MedQuAD,What causes Weill-Marchesani syndrome ?
6691,MedQuAD,What is (are) mal de Meleda ?
6692,MedQuAD,What is (are) Alstrm syndrome ?
6693,MedQuAD,How to diagnose Progressive bulbar palsy ?
6694,MedQuAD,How to diagnose Chondrocalcinosis 2 ?
6695,MedQuAD,What is (are) Myelodysplastic syndromes ?
6696,MedQuAD,What are the treatments for Pudendal Neuralgia ?
6697,MedQuAD,What are the treatments for Birdshot chorioretinopathy ?
6698,MedQuAD,Is 5q minus syndrome inherited ?
6699,MedQuAD,Do you have information about Metabolic Panel
6700,MedQuAD,What is (are) congenital contractural arachnodactyly ?
6701,MedQuAD,What is the outlook for Neurological Sequelae Of Lupus ?
6702,MedQuAD,What are the symptoms of Fanconi Bickel syndrome ?
6703,MedQuAD,How to diagnose Parasites - Babesiosis ?
6704,MedQuAD,What is (are) Lemierre syndrome ?
6705,MedQuAD,What are the symptoms of T-cell lymphoma 1A ?
6706,MedQuAD,What are the treatments for Aicardi-Goutieres Syndrome Disorder ?
6707,MedQuAD,What is (are) Infectious Mononucleosis ?
6708,MedQuAD,Is Oculopharyngeal muscular dystrophy inherited ?
6709,MedQuAD,What causes Heart Murmur ?
6710,MedQuAD,What is (are) Wounds and Injuries ?
6711,MedQuAD,What are the treatments for Chronic Pain ?
6712,MedQuAD,What are the symptoms of Tietze syndrome ?
6713,MedQuAD,What is (are) Malabsorption Syndromes ?
6714,MedQuAD,what research (or clinical trials) is being done for Childhood Acute Myeloid Leukemia and Other Myeloid Malignancies ?
6715,MedQuAD,"What are the symptoms of Megalencephaly, polymicrogyria, and hydrocephalus (MPPH) syndrome ?"
6716,MedQuAD,What causes Cleidocranial dysplasia ?
6717,MedQuAD,What are the genetic changes related to acromicric dysplasia ?
6718,MedQuAD,Is pyruvate kinase deficiency inherited ?
6719,MedQuAD,Is GM3 synthase deficiency inherited ?
6720,MedQuAD,How many people are affected by GM3 synthase deficiency ?
6721,MedQuAD,What is (are) Porphyria cutanea tarda ?
6722,MedQuAD,Is heterotaxy syndrome inherited ?
6723,MedQuAD,"What are the symptoms of Tremors, nystagmus and duodenal ulcers ?"
6724,PubMedQA,Do clinical variables predict pathologic radiographs in the first episode of wheezing?
6725,MedQuAD,What is (are) Opsoclonus Myoclonus ?
6726,MedQuAD,What causes Biliary Atresia ?
6727,MedQuAD,What is (are) Hepatic lipase deficiency ?
6728,MedQuAD,What are the symptoms of Gorham's disease ?
6729,MedQuAD,What are the genetic changes related to lymphedema-distichiasis syndrome ?
6730,MedQuAD,What are the treatments for complete LCAT deficiency ?
6731,PubMedQA,Sternal plating for primary and secondary sternal closure; can it improve sternal stability?
6732,MedQuAD,What are the genetic changes related to Bietti crystalline dystrophy ?
6733,MedQuAD,What is (are) Chronic fatigue syndrome ?
6734,MedQuAD,What are the symptoms of Familial isolated hyperparathyroidism ?
6735,MedQuAD,Is critical congenital heart disease inherited ?
6736,MedQuAD,What are the symptoms of Dyssynergia cerebellaris myoclonica ?
6737,MedQuAD,How to prevent Sudden Cardiac Arrest ?
6738,MedQuAD,What is (are) Inguinal Hernia ?
6739,MedQuAD,What is (are) Duane-radial ray syndrome ?
6740,MedQuAD,Is Multiple endocrine neoplasia type 1 inherited ?
6741,MedQuAD,What are the treatments for ataxia neuropathy spectrum ?
6742,MedQuAD,What are the treatments for Noonan syndrome 1 ?
6743,MedQuAD,What are the symptoms of Amish infantile epilepsy syndrome ?
6744,MedQuAD,What are the treatments for Tietze syndrome ?
6745,MedQuAD,What is (are) Salih myopathy ?
6746,MedQuAD,How to diagnose Multicentric Castleman Disease ?
6747,MedQuAD,How to diagnose Oculopharyngeal muscular dystrophy ?
6748,MedQuAD,What are the symptoms of Neonatal hemochromatosis ?
6749,MedQuAD,What is (are) Townes-Brocks Syndrome ?
6750,MedQuAD,Is progressive familial intrahepatic cholestasis inherited ?
6751,MedQuAD,Is pseudoachondroplasia inherited ?
6752,MedQuAD,What are the treatments for spondyloenchondrodysplasia with immune dysregulation ?
6753,MedQuAD,Is Schindler disease type 1 inherited ?
6754,MedQuAD,"What are the treatments for X-linked immunodeficiency with magnesium defect, Epstein-Barr virus infection, and neoplasia ?"
6755,MedQuAD,What is (are) Cherubism ?
6756,PubMedQA,Could the extent of lymphadenectomy be modified by neoadjuvant chemotherapy in cervical cancer?
6757,MedQuAD,"What are the symptoms of Dwarfism, proportionate with hip dislocation ?"
6758,MedQuAD,Who is at risk for Vesicoureteral Reflux? ?
6759,PubMedQA,Does open access endoscopy close the door to an adequately informed patient?
6760,MedQuAD,"What are the symptoms of Total Hypotrichosis, Mari type ?"
6761,MedQuAD,What are the treatments for hereditary hemochromatosis ?
6762,PubMedQA,A patient with myelomeningocele: is untethering necessary prior to scoliosis correction?
6763,MedQuAD,What are the genetic changes related to familial restrictive cardiomyopathy ?
6764,MedQuAD,What are the symptoms of Necrotizing fasciitis ?
6765,PubMedQA,Does head positioning influence anterior chamber depth in pseudoexfoliation syndrome?
6766,MedQuAD,Is hereditary sensory neuropathy type IA inherited ?
6767,MedQuAD,What are the symptoms of Encephalomyopathy ?
6768,MedQuAD,How many people are affected by auriculo-condylar syndrome ?
6769,MedQuAD,What are the genetic changes related to cardiofaciocutaneous syndrome ?
6770,MedQuAD,What is (are) Lucey-Driscoll syndrome ?
6771,MedQuAD,What are the symptoms of Cerulean cataract ?
6772,MedQuAD,What is (are) Sore Throat ?
6773,MedQuAD,Do you have information about Smokeless Tobacco
6774,MedQuAD,What are the symptoms of Limb-girdle muscular dystrophy type 2E ?
6775,MedQuAD,What causes Peters plus syndrome ?
6776,MedQuAD,What are the treatments for Kleine-Levin Syndrome ?
6777,MedQuAD,What are the symptoms of Congenital torticollis ?
6778,MedQuAD,What are the treatments for Rh Incompatibility ?
6779,MedQuAD,What is (are) Nonspherocytic hemolytic anemia due to hexokinase deficiency ?
6780,MedQuAD,What is (are) Benign schwannoma ?
6781,MedQuAD,What causes Tietze syndrome ?
6782,MedQuAD,What is (are) Orofaciodigital syndrome 2 ?
6783,MedQuAD,What is (are) Inclusion body myopathy 2 ?
6784,MedQuAD,What are the treatments for Simple Kidney Cysts ?
6785,MedQuAD,What is (are) hereditary hemochromatosis ?
6786,MedQuAD,What is (are) Mild Cognitive Impairment ?
6787,MedQuAD,Is juvenile Batten disease inherited ?
6788,MedQuAD,What are the treatments for Progressive transformation of germinal centers ?
6789,MedQuAD,How many people are affected by sickle cell disease ?
6790,MedQuAD,What is (are) Aicardi syndrome ?
6791,MedQuAD,What is (are) Muscle eye brain disease ?
6792,MedQuAD,What are the symptoms of Dowling-Degos disease ?
6793,MedQuAD,What are the treatments for actin-accumulation myopathy ?
6794,MedQuAD,What is (are) hyperlysinemia ?
6795,MedQuAD,Who is at risk for Parasites - Scabies? ?
6796,MedQuAD,What is (are) Logopenic progressive aphasia ?
6797,MedQuAD,What are the treatments for Coccygodynia ?
6798,MedQuAD,What are the symptoms of Pseudoprogeria syndrome ?
6799,MedQuAD,What are the symptoms of CODAS syndrome ?
6800,MedQuAD,What are the treatments for microcephaly-capillary malformation syndrome ?
6801,MedQuAD,what research (or clinical trials) is being done for Niemann-Pick Disease ?
6802,MedQuAD,What are the treatments for Acute Disseminated Encephalomyelitis ?
6803,MedQuAD,What is the outlook for Ataxia Telangiectasia ?
6804,MedQuAD,What is (are) neurofibromatosis type 2 ?
6805,MedQuAD,What are the symptoms of Mucopolysaccharidosis type I ?
6806,MedQuAD,what research (or clinical trials) is being done for Ovarian Germ Cell Tumors ?
6807,MedQuAD,What is (are) Pelvic Pain ?
6808,MedQuAD,How many people are affected by Sjgren syndrome ?
6809,MedQuAD,What are the treatments for isodicentric chromosome 15 syndrome ?
6810,MedQuAD,Is spinocerebellar ataxia type 1 inherited ?
6811,MedQuAD,How many people are affected by Urinary Incontinence in Men ?
6812,MedQuAD,Do you have information about Plastic and Cosmetic Surgery
6813,MedQuAD,How many people are affected by Crouzon syndrome ?
6814,MedQuAD,What is (are) hereditary multiple osteochondromas ?
6815,MedQuAD,What are the symptoms of Pontocerebellar hypoplasia type 1 ?
6816,MedQuAD,Who is at risk for Fanconi Anemia? ?
6817,MedQuAD,Is Achondroplasia inherited ?
6818,MedQuAD,What are the genetic changes related to cone-rod dystrophy ?
6819,MedQuAD,What is (are) Waardenburg syndrome type 2 ?
6820,MedQuAD,What causes Multifocal motor neuropathy ?
6821,MedQuAD,What is (are) Dehydration ?
6822,MedQuAD,What causes Viral Gastroenteritis ?
6823,MedQuAD,What causes Chronic hiccups ?
6824,MedQuAD,What are the treatments for Bronchitis ?
6825,MedQuAD,What causes Pernicious Anemia ?
6826,MedQuAD,What are the symptoms of Hailey-Hailey disease ?
6827,MedQuAD,How to diagnose Endometrial Cancer ?
6828,MedQuAD,What are the treatments for Amelogenesis imperfecta ?
6829,MedQuAD,What are the treatments for Aplasia cutis congenita ?
6830,MedQuAD,What causes Peripheral Artery Disease ?
6831,PubMedQA,Estradiol and Antagonist Pretreatment Prior to Microdose Leuprolide in in Vitro Fertilization. Does It Improve IVF Outcomes in Poor Responders as Compared to Oral Contraceptive Pill?
6832,MedQuAD,What is (are) Alcohol Use and Older Adults ?
6833,PubMedQA,Is expert breast pathology assessment necessary for the management of ductal carcinoma in situ ?
6834,MedQuAD,Who is at risk for Diabetic Heart Disease? ?
6835,PubMedQA,Does the familial transmission of drinking patterns persist into young adulthood?
6836,MedQuAD,What is (are) Bile Duct Cancer ?
6837,MedQuAD,what research (or clinical trials) is being done for Arachnoiditis ?
6838,MedQuAD,How to diagnose Parasites - Schistosomiasis ?
6839,MedQuAD,what research (or clinical trials) is being done for Endometrial Cancer ?
6840,MedQuAD,What are the treatments for Lowe syndrome ?
6841,MedQuAD,What are the genetic changes related to androgen insensitivity syndrome ?
6842,MedQuAD,What is (are) Intestinal Pseudo-obstruction ?
6843,MedQuAD,What are the symptoms of Muscular atrophy ataxia retinitis pigmentosa and diabetes mellitus ?
6844,MedQuAD,What is (are) Chromosome 4q deletion ?
6845,MedQuAD,What is (are) Atrial Fibrillation ?
6846,MedQuAD,What are the treatments for Human T-cell leukemia virus type 1 ?
6847,MedQuAD,What are the treatments for Crouzonodermoskeletal syndrome ?
6848,MedQuAD,What is (are) Histiocytosis-lymphadenopathy plus syndrome ?
6849,MedQuAD,How many people are affected by malignant migrating partial seizures of infancy ?
6850,MedQuAD,What are the treatments for Diabetes ?
6851,MedQuAD,How many people are affected by dystrophic epidermolysis bullosa ?
6852,MedQuAD,What is (are) Epidermolytic ichthyosis ?
6853,MedQuAD,What are the symptoms of Methylmalonic acidemia with homocystinuria ?
6854,MedQuAD,What is (are) Lead Poisoning ?
6855,MedQuAD,What are the symptoms of Camurati-Engelmann disease ?
6856,MedQuAD,What is (are) Optic neuritis ?
6857,MedQuAD,What are the symptoms of Barrett esophagus ?
6858,MedQuAD,How to diagnose Heart Palpitations ?
6859,MedQuAD,What are the symptoms of Microphthalmia associated with colobomatous cyst ?
6860,MedQuAD,Is IBIDS syndrome inherited ?
6861,MedQuAD,How to diagnose Cutaneous mastocytosis ?
6862,MedQuAD,What is (are) Coffin-Lowry syndrome ?
6863,MedQuAD,How many people are affected by Farber lipogranulomatosis ?
6864,MedQuAD,Is coloboma inherited ?
6865,MedQuAD,Is cardiofaciocutaneous syndrome inherited ?
6866,MedQuAD,How to prevent Heart Valve Disease ?
6867,MedQuAD,What are the symptoms of Jung Wolff Back Stahl syndrome ?
6868,MedQuAD,What causes Dominant dystrophic epidermolysis bullosa ?
6869,MedQuAD,What are the genetic changes related to aspartylglucosaminuria ?
6870,MedQuAD,What are the stages of Mycosis Fungoides and the Szary Syndrome ?
6871,MedQuAD,What are the symptoms of Familial hypercholesterolemia ?
6872,MedQuAD,What are the treatments for Achondroplasia ?
6873,MedQuAD,What is (are) Neuroleptic Malignant Syndrome ?
6874,MedQuAD,How to diagnose Autoimmune atrophic gastritis ?
6875,MedQuAD,What is (are) Apert syndrome ?
6876,MedQuAD,What is (are) Richter syndrome ?
6877,MedQuAD,What causes Tularemia ?
6878,MedQuAD,"What are the symptoms of Whistling face syndrome, recessive form ?"
6879,MedQuAD,Is mucopolysaccharidosis type IV inherited ?
6880,MedQuAD,How many people are affected by ring chromosome 14 syndrome ?
6881,MedQuAD,What are the genetic changes related to Charcot-Marie-Tooth disease ?
6882,MedQuAD,What causes Henoch-Schnlein Purpura ?
6883,MedQuAD,Do you have information about Health Occupations
6884,MedQuAD,What causes Myotonic dystrophy ?
6885,MedQuAD,What is (are) Common Cold ?
6886,MedQuAD,What is (are) Hemophagocytic lymphohistiocytosis ?
6887,MedQuAD,What are the treatments for Sacrococcygeal Teratoma ?
6888,MedQuAD,What are the treatments for Hereditary cerebral hemorrhage with amyloidosis ?
6889,MedQuAD,"What are the symptoms of Pancreatic cancer, childhood ?"
6890,MedQuAD,What are the treatments for Financial Help for Diabetes Care ?
6891,MedQuAD,What are the treatments for Williams Syndrome ?
6892,MedQuAD,What is (are) Adenylosuccinase deficiency ?
6893,PubMedQA,Kell alloimmunization in pregnancy: associated with fetal thrombocytopenia?
6894,MedQuAD,What are the treatments for 2009 H1N1 Flu ?
6895,MedQuAD,How to diagnose Cryptogenic organizing pneumonia ?
6896,MedQuAD,What is (are) Apraxia ?
6897,MedQuAD,Do you have information about Radon
6898,MedQuAD,Is Barrett esophagus inherited ?
6899,MedQuAD,What are the symptoms of Pulmonary venous return anomaly ?
6900,MedQuAD,What are the genetic changes related to osteoporosis-pseudoglioma syndrome ?
6901,MedQuAD,What are the treatments for Menetrier disease ?
6902,MedQuAD,How many people are affected by 5q minus syndrome ?
6903,MedQuAD,What are the treatments for hypercholesterolemia ?
6904,PubMedQA,Is intraoperative neuromonitoring associated with better functional outcome in patients undergoing open TME?
6905,MedQuAD,Is multiple pterygium syndrome inherited ?
6906,MedQuAD,What are the genetic changes related to Fanconi anemia ?
6907,MedQuAD,Who is at risk for Parasites - Cyclosporiasis (Cyclospora Infection)? ?
6908,MedQuAD,What is (are) Biotinidase deficiency ?
6909,MedQuAD,Is Manitoba oculotrichoanal syndrome inherited ?
6910,MedQuAD,What is (are) Sturge-Weber Syndrome ?
6911,MedQuAD,What are the symptoms of Anemia due to Adenosine triphosphatase deficiency ?
6912,MedQuAD,What are the symptoms of Renal oncocytoma ?
6913,MedQuAD,Is multiminicore disease inherited ?
6914,MedQuAD,What are the symptoms of Diverticular Disease ?
6915,PubMedQA,Biomolecular identification of allergenic pollen: a new perspective for aerobiological monitoring?
6916,MedQuAD,Do you have information about Urine and Urination
6917,MedQuAD,What is the outlook for Myasthenia Gravis ?
6918,MedQuAD,What are the genetic changes related to SLC4A1-associated distal renal tubular acidosis ?
6919,PubMedQA,Is minimally invasive mitral valve repair with artificial chords reproducible and applicable in routine surgery?
6920,MedQuAD,What are the treatments for Rotor syndrome ?
6921,MedQuAD,What is (are) Neuronal Migration Disorders ?
6922,MedQuAD,What are the symptoms of Brooke-Spiegler syndrome ?
6923,MedQuAD,What are the symptoms of Chondrosarcoma ?
6924,MedQuAD,How many people are affected by fucosidosis ?
6925,MedQuAD,How many people are affected by trimethylaminuria ?
6926,MedQuAD,What is (are) spondylocarpotarsal synostosis syndrome ?
6927,MedQuAD,What is (are) Macular degeneration ?
6928,MedQuAD,How many people are affected by Simpson-Golabi-Behmel syndrome ?
6929,MedQuAD,What are the symptoms of Septo-optic dysplasia ?
6930,MedQuAD,What is (are) Carbamoyl phosphate synthetase 1 deficiency ?
6931,MedQuAD,How many people are affected by cleidocranial dysplasia ?
6932,MedQuAD,How many people are affected by pilomatricoma ?
6933,MedQuAD,What are the genetic changes related to fragile X-associated tremor/ataxia syndrome ?
6934,PubMedQA,Does music influence stress in mechanically ventilated patients?
6935,MedQuAD,Is hereditary spherocytosis inherited ?
